Product URL,Product Name,Product Price,Rating,Number of Reviews
https://www.amazon.in/Motherly-Diaper-Bags-Travel-Basic/dp/B07PKQ3WJZ/ref=sr_1_79?crid=2M096C61O4MLT&keywords=bags&qid=1697703421&sprefix=ba%2Caps%2C283&sr=8-79,motherly Diaper Bags for Mom Travel Basic Edition (Navy Blue),"₹1,399",4.5 out of 5 stars,"2,689"
https://www.amazon.in/Amazon-Basics-Casual-Backpack-15-6-inch/dp/B09W4WJ1CB/ref=sr_1_80?crid=2M096C61O4MLT&keywords=bags&qid=1697703421&sprefix=ba%2Caps%2C283&sr=8-80,Amazon Basics 20 ltrs Casual/Travel/College Backpack for 15.6-inch Laptop | Water Resistant Fabric,₹359,4.0 out of 5 stars,420
https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BJ32LQ6X/ref=sr_1_81?crid=2M096C61O4MLT&keywords=bags&qid=1697703421&sprefix=ba%2Caps%2C283&sr=8-81,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,₹689,3.9 out of 5 stars,"3,853"
https://www.amazon.in/ROZEN-partition-Collage-Backpack-SKYBLUE/dp/B0BRTFGG22/ref=sr_1_82?crid=2M096C61O4MLT&keywords=bags&qid=1697703421&sprefix=ba%2Caps%2C283&sr=8-82,"ROZEN 47 Ltrs, 46 cms School Bag Class 5-12 Large 5 partition Laptop Collage Office Travel Backpack Unisex",₹697,4.1 out of 5 stars,344
https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0101/dp/B07G4D13LB/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1697703421&sprefix=ba%2Caps%2C283&sr=8-83,Gear Classic 20L Small Faux Leather Water Resistant Anti Theft Laptop Bag/Office Backpack for Men/Women-Black,₹799,4.4 out of 5 stars,"2,791"
https://www.amazon.in/TRUE-HUMAN-EMPEROR%C2%AEMulti-purpose-backpack-charging/dp/B0CCLKZ21R/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1697703421&sprefix=ba%2Caps%2C283&sr=8-84,"TRUE HUMAN EMPEROR®Multi-purpose backpack With USB charging Port Laptop,office,college,travel bag for men and women (WIZ)",₹499,4.0 out of 5 stars,9
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3OTI4MTU3NjA1Mzk2NTY6MTY5NzcwMzQyMTpzcF9idGY6MzAwMDY3ODg3NDE2MjMyOjowOjo&url=%2FLaptops-College-Backpack-Charging-Anti-Theft%2Fdp%2FB0C6639P8P%2Fref%3Dsr_1_85_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697703421%26sprefix%3Dba%252Caps%252C283%26sr%3D8-85-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Amazon Basics Laptop Bag for 15.6 Inch Laptops | College/Travel Backpack with USB Charging Port and Anti-Theft Pocket | 23 L,"₹1,009",4.4 out of 5 stars,138
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3OTI4MTU3NjA1Mzk2NTY6MTY5NzcwMzQyMTpzcF9idGY6MzAwMDM5MzQ3NjUwMjMyOjowOjo&url=%2FWALKENT-Premium-Semi-Hard-Anti-Theft-Waterproof%2Fdp%2FB0CFJT6P1R%2Fref%3Dsr_1_86_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697703421%26sprefix%3Dba%252Caps%252C283%26sr%3D8-86-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"WALKENT Premium 15.6"" Laptop Bag | Semi-Hard Shell | Anti-Theft Pocket with In-Built Lock | Waterproof Fabric & Zipper | For Office, College - Mia, 24 Ltrs","₹3,490",5.0 out of 5 stars,3
https://www.amazon.inhttps://aax-eu.amazon.in/x/c/RA8oxicsr3TCj8Q8NQ9gwooAAAGLRwJm4gMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICBvNnLe/https://www.amazon.in/dp/B09Q172X7J?pd_rd_i=B09Q172X7J&pf_rd_p=b8850c25-1899-4ec1-b48d-2d7f1e0c24d3&pf_rd_r=ZMFRCC5B6QG6ANAGW5CH&pd_rd_wg=JZXe6&pd_rd_w=7txMD&pd_rd_r=9c7964ab-a2af-424d-be77-b14995bb46e6,"WALKENT Stylish 15.6"" Large Laptop Bag | Premium Leather | Flap & Zipper Closure | Waterproof | USB | Side Pockets |for Men, Women, Office, College - Ritzy (28 LTR, 1 Main Compartment)","₹2,751",4.3 out of 5 stars,175
https://www.amazon.in/s/?k=bags+for+girls&ref=sugsr_0&pd_rd_w=dSOfe&content-id=amzn1.sym.1c7db1d2-1fe9-496b-8f07-8ed64c022066:amzn1.sym.1c7db1d2-1fe9-496b-8f07-8ed64c022066&pf_rd_p=1c7db1d2-1fe9-496b-8f07-8ed64c022066&pf_rd_r=ZMFRCC5B6QG6ANAGW5CH&pd_rd_wg=JZXe6&pd_rd_r=9c7964ab-a2af-424d-be77-b14995bb46e6&qid=1697703421,N/A,N/A,N/A,"
                                                    bags for girls
                                                "
N/A,N/A,N/A,N/A,N/A
https://www.amazon.inhttps://aax-eu.amazon.in/x/c/RDG872ZBIkvuvTOth-1beqAAAAGLRwJoBwMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICCH39z-/https://www.amazon.in/stores/page/BD89625B-9B8B-4FA2-9100-7D28DCD60124/?_encoding=UTF8&store_ref=SB_A02989951PNX85RC2VAM1&pd_rd_plhdr=t&aaxitk=9b4d97025ddcf8818736ec4db280fb30&hsa_cr_id=0&lp_asins=B097QPK65R%2CB0983T3S7F%2CB097JHPL4C&lp_query=bags&lp_slot=desktop-hsa-3psl&ref_=sbx_be_s_3psl_mbd_mb0_bkgd&pd_rd_w=u8oe6&content-id=amzn1.sym.f1a4d09d-a292-48da-a86f-03294c9a41ef%3Aamzn1.sym.f1a4d09d-a292-48da-a86f-03294c9a41ef&pf_rd_p=f1a4d09d-a292-48da-a86f-03294c9a41ef&pf_rd_r=ZMFRCC5B6QG6ANAGW5CH&pd_rd_wg=dmeiE&pd_rd_r=d564f054-c76c-4ad1-a5f9-9703f99e1493,N/A,N/A,N/A,Lightweight High Quality Luggage by Safari
https://www.amazon.in/gp/help/customer/display.html?nodeId=201889520,N/A,N/A,N/A, or 
N/A,N/A,N/A,N/A,N/A
https://www.amazon.inhttps://aax-eu.amazon.in/x/c/RJ3LUe6NngRI3rGiz7rC_vsAAAGLRwJ4EQMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICAx4KA4/https://www.amazon.in/stores/page/7FE733E7-187E-4048-8C03-67AE8576CE47/?_encoding=UTF8&store_ref=SB_A07939642TX396QDGJ365&pd_rd_plhdr=t&aaxitk=b3c89bd497b9d8d01e8b6f311ca51d3c&hsa_cr_id=0&lp_asins=B097QP6L5K%2CB097L4GWB3%2CB097QPK65R&lp_query=bags&lp_slot=auto-sparkle-hsa-tetris&ref_=sbx_be_s_sparkle_sccd_bkgd&pd_rd_w=STlqq&content-id=amzn1.sym.bc0e77cc-908d-4121-87d3-b355b997dda7%3Aamzn1.sym.bc0e77cc-908d-4121-87d3-b355b997dda7&pf_rd_p=bc0e77cc-908d-4121-87d3-b355b997dda7&pf_rd_r=5V44BKQGKXBKJXDJWT28&pd_rd_wg=oCzEY&pd_rd_r=689ae2bd-7720-4fba-9011-0475f64f1c79,N/A,"₹1,799",N/A,N/A
N/A,Price and other details may vary based on product size and colour.,N/A,N/A,Price and other details may vary based on product size and colour.
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTY3NTM2MjUxODk4NjU2OjE2OTc3MDM0MjY6c3BfYXRmX25leHQ6MzAwMDY4NjAyNTUxMzMyOjowOjo&url=%2FGenie-Flamenco2-Backpack-Compatible-Resistant%2Fdp%2FB08YF9VHTY%2Fref%3Dsr_1_81_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697703426%26sprefix%3Dba%252Caps%252C283%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Genie Flamenco2 Casual Backpacks for Women,₹649,4.4 out of 5 stars,"1,633"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTY3NTM2MjUxODk4NjU2OjE2OTc3MDM0MjY6c3BfYXRmX25leHQ6MzAwMDM1Njk0NTQwNTMyOjowOjo&url=%2FWALKENT-External-Waterproof-Backpack-Cushioned%2Fdp%2FB0BRYDXSHP%2Fref%3Dsr_1_82_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697703426%26sprefix%3Dba%252Caps%252C283%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"WALKENT Premium 15.6 Inch Laptop Bag | External USB | Waterproof Backpack | Cushioned Straps | Multi Pockets | For Office, College, Men, Women - Urban, 28 Ltrs","₹2,990",N/A,M.R.P: 
https://www.amazon.in/Safari-Laptop-Backpack-Compartments-Resistant/dp/B09B27CYC4/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1697703426&sprefix=ba%2Caps%2C283&sr=8-83,"Safari Snap 35 Ltrs Large Laptop Backpack With 3 Compartments, Water Resistant Fabric - Black (SNAP19CBBLK)",₹999,3.8 out of 5 stars,355
https://www.amazon.in/Exotic-Sling-Womens-Girls-Grey/dp/B092VSZ69M/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1697703426&sprefix=ba%2Caps%2C283&sr=8-84,EXOTIC Women's Sling Bag,₹450,4.2 out of 5 stars,"2,748"
https://www.amazon.in/Red-Lemon-Waterproof-Anti-Theft-Backpack/dp/B09VDSNSRC/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1697703426&sprefix=ba%2Caps%2C283&sr=8-85,Red Lemon Ghost Rider BANGE Series Laptop Bag for Men Waterproof Anti-Theft Unisex Travel Laptop Backpack with USB Charging and Password Number TSA Lock laptop backpacks for men,"₹3,797",4.2 out of 5 stars,48
https://www.amazon.inhttps://aax-eu.amazon.in/x/c/RH281PefdMvDaOuGVy6BBLgAAAGLRwJ4EQMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICBifr6H/https://www.amazon.in/dp/B085MHDJ93/?_encoding=UTF8&pd_rd_i=B085MHDJ93&ref_=sbv_search_btf&pd_rd_w=AM92u&content-id=amzn1.sym.69a9d8c7-1563-43e8-bc18-abd50d05a73a%3Aamzn1.sym.69a9d8c7-1563-43e8-bc18-abd50d05a73a&pf_rd_p=69a9d8c7-1563-43e8-bc18-abd50d05a73a&pf_rd_r=5V44BKQGKXBKJXDJWT28&pd_rd_wg=LKhKd&pd_rd_r=6fd05031-826e-4c70-a1a9-d2f5aafdd438&pd_rd_plhdr=t,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A
https://www.amazon.in/NORTH-ZONE-Restant-Office-Backpack/dp/B0CJ38KTFS/ref=sr_1_86?crid=2M096C61O4MLT&keywords=bags&qid=1697703426&sprefix=ba%2Caps%2C283&sr=8-86,NORTH ZONE 30L Water Restant Office Laptop Bag/Backpack for Men/Women/(Black),₹449,4.5 out of 5 stars,2
https://www.amazon.in/HAMMONDS-FLYCATCHER-Laptop-Bag-Men/dp/B083M1QK32/ref=sr_1_87?crid=2M096C61O4MLT&keywords=bags&qid=1697703426&sprefix=ba%2Caps%2C283&sr=8-87,HAMMONDS FLYCATCHER Laptop Bag for Men - Genuine Leather Messenger Shoulder Bag - Fits 14/15.6/16 Inch Laptops - Brown Office Bag - Multiple Pockets -Water Resistant -Executive Bag for Work and Travel,"₹4,716",4.4 out of 5 stars,590
https://www.amazon.in/F-Gear-String-Polyester-33-cms-Black-Drawstring-Gym-Bag/dp/B07PC28YQ9/ref=sr_1_88?crid=2M096C61O4MLT&keywords=bags&qid=1697703426&sprefix=ba%2Caps%2C283&sr=8-88,F Gear String 11 Ltrs Nylon Black Gym Bag,₹146,4.1 out of 5 stars,665
https://www.amazon.in/ZOUK-Printed-Handmade-Leather-handles/dp/B07NHYLTY7/ref=sr_1_89?crid=2M096C61O4MLT&keywords=bags&qid=1697703426&sprefix=ba%2Caps%2C283&sr=8-89,ZOUK Black Floral Printed Handmade Vegan Leather Women's Office Bag for 15.6 inch Laptop with double handles - FloMotif,"₹1,549",4.3 out of 5 stars,"1,102"
https://www.amazon.in/SFANE-Duffel-Shoulder-Women-Compartment/dp/B07ZC77WTW/ref=sr_1_90?crid=2M096C61O4MLT&keywords=bags&qid=1697703426&sprefix=ba%2Caps%2C283&sr=8-90,"SFANE Polyester 23 cms Navy Blue Gym Bag, Shoulder Bag, Sports Bag for Men & Women with Separate Shoes Compartment (Blue)",₹413,4.3 out of 5 stars,"3,162"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTY3NTM2MjUxODk4NjU2OjE2OTc3MDM0MjY6c3BfbXRmOjIwMTQ2NTQzMDk0NDk4OjowOjo&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_91_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697703426%26sprefix%3Dba%252Caps%252C283%26sr%3D8-91-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag/ Backpack, Navy Blue | Office Bag for Men and Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",₹399,3.9 out of 5 stars,"17,617"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTY3NTM2MjUxODk4NjU2OjE2OTc3MDM0MjY6c3BfbXRmOjMwMDA3MTkxMjcwNDEzMjo6MDo6&url=%2FUrban-Tribe-Laptop-Backpack-Airborne%2Fdp%2FB01LZ6G3KZ%2Fref%3Dsr_1_92_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697703426%26sprefix%3Dba%252Caps%252C283%26sr%3D8-92-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,URBAN TRIBE Airborne 30L Convertible Laptop Backpack for Men and Women | Laptop Bag 15.6 inch | Suitcase/Briefcase Style Backpack,"₹1,287",4.1 out of 5 stars,198
https://www.amazon.in/Mi-Business-Casual-Resistant-Backpack/dp/B07YY6PTMN/ref=sr_1_93?crid=2M096C61O4MLT&keywords=bags&qid=1697703426&sprefix=ba%2Caps%2C283&sr=8-93,MI Business Casual 21L Water Resistant Laptop Backpack,₹749,4.4 out of 5 stars,"4,682"
https://www.amazon.in/Zebronics-Techshield-Compartment-15-6-inch-Polyester/dp/B0C6QTMYFG/ref=sr_1_94?crid=2M096C61O4MLT&keywords=bags&qid=1697703426&sprefix=ba%2Caps%2C283&sr=8-94,"Zebronics Techshield A1, 18 Liters, 1 Compartment Laptop Backpack and Front Pocket, fit Up to 15.6-inch Laptop, Polyester Fabric, Office Use and Mini Business Travel Bags (Black)",₹498,3.6 out of 5 stars,11
https://www.amazon.in/TRUE-Emperor-Anti-Theft-backpack-charging/dp/B0BYB631NR/ref=sr_1_95?crid=2M096C61O4MLT&keywords=bags&qid=1697703426&sprefix=ba%2Caps%2C283&sr=8-95,"TRUE HUMAN® Emperor Anti-Theft Pocket backpack With USB charging Port Laptop,office,college,travel bag for men and women(Epower)",₹499,3.7 out of 5 stars,462
https://www.amazon.in/WILDHORN-Backpack-Compartment-Business-Stitching/dp/B09QL81ZHB/ref=sr_1_96?crid=2M096C61O4MLT&keywords=bags&qid=1697703426&sprefix=ba%2Caps%2C283&sr=8-96,"WildHorn 31L Laptop Backpack for Men/Women I Fits upto 15.6"" Laptop I Waterproof I Travel/Business/College Bookbags",₹599,4.1 out of 5 stars,"1,976"
https://www.amazon.in/Motherly-Diaper-Bags-Travel-Basic/dp/B07PKQ3WJZ/ref=sr_1_97?crid=2M096C61O4MLT&keywords=bags&qid=1697703426&sprefix=ba%2Caps%2C283&sr=8-97,motherly Diaper Bags for Mom Travel Basic Edition (Navy Blue),"₹1,399",4.5 out of 5 stars,"2,689"
https://www.amazon.in/Newtone-Premium-OXO-Biodegradable-Garbage/dp/B08M5S2NQM/ref=sr_1_98?crid=2M096C61O4MLT&keywords=bags&qid=1697703426&sprefix=ba%2Caps%2C283&sr=8-98,Newtone Premium OXO -Biodegradable Garbage Bags Size 17 X 19 Inches (Small) 180 Bags (6 Rolls) Dustbin Bag/Trash Bag - Green Color,₹182,4.2 out of 5 stars,"1,677"
https://www.amazon.in/ZOUK-Handmade-Leather-Handles-Multicolor/dp/B09QRYDXJH/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1697703426&sprefix=ba%2Caps%2C283&sr=8-99,ZOUK Women Laptop Bag Royal Indian Peacock Motif,"₹1,529",4.4 out of 5 stars,180
https://www.amazon.in/Safari-Sheild-Resistant-Casual-Backpack/dp/B09B28M2RN/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1697703426&sprefix=ba%2Caps%2C283&sr=8-100,Safari Sheild 26 Ltrs Water Resistant Casual Backpack - (SHEILD19CBBLK),₹649,4.0 out of 5 stars,602
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTY3NTM2MjUxODk4NjU2OjE2OTc3MDM0MjY6c3BfYnRmOjMwMDA2Nzg4NzQxNjIzMjo6MDo6&url=%2FLaptops-College-Backpack-Charging-Anti-Theft%2Fdp%2FB0C6639P8P%2Fref%3Dsr_1_101_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697703426%26sprefix%3Dba%252Caps%252C283%26sr%3D8-101-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Amazon Basics Laptop Bag for 15.6 Inch Laptops | College/Travel Backpack with USB Charging Port and Anti-Theft Pocket | 23 L,"₹1,009",4.4 out of 5 stars,138
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTY3NTM2MjUxODk4NjU2OjE2OTc3MDM0MjY6c3BfYnRmOjMwMDAzOTM0NzY1MDIzMjo6MDo6&url=%2FWALKENT-Premium-Semi-Hard-Anti-Theft-Waterproof%2Fdp%2FB0CFJT6P1R%2Fref%3Dsr_1_102_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697703426%26sprefix%3Dba%252Caps%252C283%26sr%3D8-102-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"WALKENT Premium 15.6"" Laptop Bag | Semi-Hard Shell | Anti-Theft Pocket with In-Built Lock | Waterproof Fabric & Zipper | For Office, College - Mia, 24 Ltrs","₹3,490",5.0 out of 5 stars,3
https://www.amazon.inhttps://aax-eu.amazon.in/x/c/RL2tpgAwgOZoJp9gquaiXE0AAAGLRwJ4BQMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICCnMaC8/https://www.amazon.in/dp/B0BRNP6M1D?pd_rd_i=B0BRNP6M1D&pf_rd_p=b8850c25-1899-4ec1-b48d-2d7f1e0c24d3&pf_rd_r=5V44BKQGKXBKJXDJWT28&pd_rd_wg=YGoN2&pd_rd_w=pzbHt&pd_rd_r=6dde8f33-8f07-43f1-bfd1-6cb747d79b1b,"JD Fresh Nylon 41 Liter Expandable Travel Bags for Women, Duffle Bags for Women Luggage, Foldable Vanity Traveling Bag, Waterproof Hand Bag for Ladies Personal Items (Sakura Pink,41 x 22 x 26 CM cm)",₹731,3.9 out of 5 stars,428
https://www.amazon.in/s/?k=bags+for+girls&ref=sugsr_0&pd_rd_w=tsxn8&content-id=amzn1.sym.1c7db1d2-1fe9-496b-8f07-8ed64c022066:amzn1.sym.1c7db1d2-1fe9-496b-8f07-8ed64c022066&pf_rd_p=1c7db1d2-1fe9-496b-8f07-8ed64c022066&pf_rd_r=5V44BKQGKXBKJXDJWT28&pd_rd_wg=YGoN2&pd_rd_r=6dde8f33-8f07-43f1-bfd1-6cb747d79b1b&qid=1697703426,N/A,N/A,N/A,"
                                                    bags for girls
                                                "
N/A,N/A,N/A,N/A,N/A
https://www.amazon.inhttps://aax-eu.amazon.in/x/c/RGs8n2wuBAfCFUTs_fR9rBMAAAGLRwJ5JAMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICCD8FIX/https://www.amazon.in/stores/page/BD89625B-9B8B-4FA2-9100-7D28DCD60124/?_encoding=UTF8&store_ref=SB_A02989951PNX85RC2VAM1&pd_rd_plhdr=t&aaxitk=9b4d97025ddcf8818736ec4db280fb30&hsa_cr_id=0&lp_asins=B097QPK65R%2CB0983T3S7F%2CB097JHPL4C&lp_query=bags&lp_slot=desktop-hsa-3psl&ref_=sbx_be_s_3psl_mbd_mb0_bkgd&pd_rd_w=1Rggm&content-id=amzn1.sym.f1a4d09d-a292-48da-a86f-03294c9a41ef%3Aamzn1.sym.f1a4d09d-a292-48da-a86f-03294c9a41ef&pf_rd_p=f1a4d09d-a292-48da-a86f-03294c9a41ef&pf_rd_r=5V44BKQGKXBKJXDJWT28&pd_rd_wg=FOOVB&pd_rd_r=b15f5e02-ef81-4111-a343-2ae535f32850,N/A,N/A,N/A,Lightweight High Quality Luggage by Safari
https://www.amazon.in/gp/help/customer/display.html?nodeId=201889520,N/A,N/A,N/A, or 
N/A,N/A,N/A,N/A,N/A
https://www.amazon.inhttps://aax-eu.amazon.in/x/c/RLMkOgzWpX0_CDuzSakuvuMAAAGLRwKNgAMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICACKnM3/https://www.amazon.in/stores/page/7FE733E7-187E-4048-8C03-67AE8576CE47/?_encoding=UTF8&store_ref=SB_A07939642TX396QDGJ365&pd_rd_plhdr=t&aaxitk=b3c89bd497b9d8d01e8b6f311ca51d3c&hsa_cr_id=0&lp_asins=B097QP6L5K%2CB097L4GWB3%2CB097QPK65R&lp_query=bags&lp_slot=auto-sparkle-hsa-tetris&ref_=sbx_be_s_sparkle_sccd_bkgd&pd_rd_w=aLy03&content-id=amzn1.sym.bc0e77cc-908d-4121-87d3-b355b997dda7%3Aamzn1.sym.bc0e77cc-908d-4121-87d3-b355b997dda7&pf_rd_p=bc0e77cc-908d-4121-87d3-b355b997dda7&pf_rd_r=E1F657R5RFEV8NAZZHHG&pd_rd_wg=eFz0l&pd_rd_r=5c4115c9-1b49-4c54-a13d-08323780230a,N/A,"₹1,799",N/A,N/A
N/A,Price and other details may vary based on product size and colour.,N/A,N/A,Price and other details may vary based on product size and colour.
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NDAwMjg3NzgyMjc2NjU2OjE2OTc3MDM0MzE6c3BfYXRmX25leHQ6MzAwMDY4NjAyNTUxMzMyOjowOjo&url=%2FGenie-Flamenco2-Backpack-Compatible-Resistant%2Fdp%2FB08YF9VHTY%2Fref%3Dsr_1_97_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697703431%26sprefix%3Dba%252Caps%252C283%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Genie Flamenco2 Casual Backpacks for Women,₹649,4.4 out of 5 stars,"1,633"
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NDAwMjg3NzgyMjc2NjU2OjE2OTc3MDM0MzE6c3BfYXRmX25leHQ6MzAwMDM1Njk0NTQwNTMyOjowOjo&url=%2FWALKENT-External-Waterproof-Backpack-Cushioned%2Fdp%2FB0BRYDXSHP%2Fref%3Dsr_1_98_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697703431%26sprefix%3Dba%252Caps%252C283%26sr%3D8-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"WALKENT Premium 15.6 Inch Laptop Bag | External USB | Waterproof Backpack | Cushioned Straps | Multi Pockets | For Office, College, Men, Women - Urban, 28 Ltrs","₹2,990",N/A,M.R.P: 
https://www.amazon.in/G-1-Medium-Disposable-Garbage-Dustbin/dp/B077RJ1YMW/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1697703431&sprefix=ba%2Caps%2C283&sr=8-99,G 1 Disposable Garbage / Dustbin Bags | Medium Size | Pack of 4 | 30 Bags/Pack | Black Color | 19X21 Inches (Plastic),₹208,4.2 out of 5 stars,"15,746"
https://www.amazon.in/TRAWOC-60LTravel-Backpack-Trekking-Rucksack/dp/B07YYG5G31/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1697703431&sprefix=ba%2Caps%2C283&sr=8-100,"TRAWOC 60 Liter Travel Backpack Hiking Trekking Bag Camping Rucksack, 1 Year Warranty, HK006","₹1,567",4.3 out of 5 stars,"1,445"
https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_101?crid=2M096C61O4MLT&keywords=bags&qid=1697703431&sprefix=ba%2Caps%2C283&sr=8-101,AirCase C34- 13 Inch/ 14 Inch/15.6 Inch Premium Vegan Leather Laptop Backpack for Men & Women (Black)- 25 Ltrs,₹849,3.8 out of 5 stars,"2,272"
https://www.amazon.inhttps://aax-eu.amazon.in/x/c/RLOeA95ticwYfnAdyoQ9e8gAAAGLRwKNeAMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICBEHj89/https://www.amazon.in/dp/B0B68Z3X7D/?_encoding=UTF8&pd_rd_i=B0B68Z3X7D&ref_=sbv_search_btf&pd_rd_w=vv1Mz&content-id=amzn1.sym.69a9d8c7-1563-43e8-bc18-abd50d05a73a%3Aamzn1.sym.69a9d8c7-1563-43e8-bc18-abd50d05a73a&pf_rd_p=69a9d8c7-1563-43e8-bc18-abd50d05a73a&pf_rd_r=E1F657R5RFEV8NAZZHHG&pd_rd_wg=RgsM2&pd_rd_r=261fd8b1-b141-45bf-8f3a-b5be229760e3&pd_rd_plhdr=t,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A
https://www.amazon.in/Shalimar-Premium-Garbage-Large-Rolls/dp/B07KT98RKS/ref=sr_1_102?crid=2M096C61O4MLT&keywords=bags&qid=1697703431&sprefix=ba%2Caps%2C283&sr=8-102,Shalimar Premium OXO - Biodegradable Garbage Bags Size 24 X 32 Inches (Large) 60 Bags (4 rolls) Dustbin Bag/Trash Bag - Black Color,₹299,4.5 out of 5 stars,"4,616"
https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BHX7GY16/ref=sr_1_103?crid=2M096C61O4MLT&keywords=bags&qid=1697703431&sprefix=ba%2Caps%2C283&sr=8-103,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,₹689,3.9 out of 5 stars,"3,853"
https://www.amazon.in/Travel-Duffle-Weekend-Luggage-Sports/dp/B086PYLWS3/ref=sr_1_104?crid=2M096C61O4MLT&keywords=bags&qid=1697703431&sprefix=ba%2Caps%2C283&sr=8-104,Fur Jaden 25L Travel Duffle Bag for Weekend Trip Cabin Luggage and Gym Sports Duffle for Men and Women,₹629,4.1 out of 5 stars,963
